,조회연도,기업명,안정성유동비율,자기자본구성비율,부채비율,매출액순이익율,자기자본순이익율,매출액영업이익율,총자산순이익율,총자산회전율,자기자본회전율,총수지비율,경상수지비율,영업수지비율,영업수익,영업비용,영업이익,영업외수익,영업외비용,법인세차감전이익,법인세등,당기순이익,지자체,수도권여부,지역,설립기관,운영구분,공기업유형
716,2018,영양고추유통공사,115.59,60.63,64.94,3.15,3.39,0.81,2.02,0.64,1.08,103.15,103.15,100.82,16587,16453,134,505,117,522,0,522,기초,비수도권,경상북도,경상북도 영양군,간접,기타공사
717,2019,영양고추유통공사,118.88,55.86,79.01,1.03,1.12,-1.77,0.65,0.63,1.08,101.01,101.01,98.26,17636,17949,-313,633,138,182,0,182,기초,비수도권,경상북도,경상북도 영양군,간접,기타공사
718,2020,영양고추유통공사,117.53,46.01,117.37,-0.28,-0.29,-2.36,-0.15,0.52,1.04,99.73,99.73,97.7,17331,17739,-408,553,194,-49,0,-49,기초,비수도권,경상북도,경상북도 영양군,간접,기타공사
719,2011,음성군상수도,50.37,90.65,10.31,-41.81,35.49,4.54,4.3,12.12,12.78,121.5,121.5,69.48,8447,11312,-2865,5297,0,2432,0,2432,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
720,2012,음성군상수도,4762,99.91,0.09,27.46,3.19,3.19,3.19,0.12,0.12,117.55,117.55,69.03,8212,11578,-3366,5570,147,2057,0,2057,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
721,2013,음성군상수도,2074.24,99.85,0.15,7.67,0.78,-56.98,0.78,0.1,0.1,104.49,104.49,63.35,8650,13022,-4372,5047,86,589,0,589,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
722,2014,음성군상수도,33712.23,99.99,0.01,-21.77,-2.13,-76.21,-2.13,0.1,0.1,88.45,88.45,56.87,9078,15253,-6175,4429,18,-1764,0,-1764,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
723,2015,음성군상수도,31603.7,99.99,0.01,-21.3,-2.2,-62.97,-2.2,0.1,0.1,87.83,87.83,61.47,10078,15741,-5663,3750,2,-1915,0,-1915,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
724,2016,음성군상수도,293312.31,100,0,-4.2,-0.56,-38.47,-0.56,0.13,0.13,97.21,97.21,72.72,12703,17265,-4562,4653,589,-498,0,-498,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
725,2017,음성군상수도,296154.22,100,0,-0.98,-0.16,-15.2,-0.16,0.17,0.17,99.19,99.19,87.82,16177,18499,-2322,2175,3,-150,0,-150,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
726,2018,음성군상수도,287025.51,100,0,-9.41,-1.63,-11.1,-1.63,0.17,0.17,91.95,91.95,90.7,17151,18949,-1798,275,2,-1525,0,-1525,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
727,2019,음성군상수도,1.16E+07,100,0,0.4,0.07,-8.47,0.07,0.16,0.16,100.35,100.35,92.11,17370,18737,-1367,1434,2,65,0,65,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
728,2020,음성군상수도,272357.76,99.99,0.01,6.13,0.85,-20.18,0.85,13.85,13.85,104.78,104.78,82.85,16139,19155,-3016,3953,20,916,0,916,기초,비수도권,충청북도,충청북도 음성군,직영,상수도
729,2011,문경관광진흥공단,152.9,36.07,177.21,0.04,2.65,2.65,1.3,33.14,70.51,100.04,100,100,6890,6890,0,3,0,3,0,3,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
730,2012,문경관광진흥공단,157.45,40.58,146.43,0.01,0.98,0.98,0.37,26.56,69.51,100.01,100.01,100,6863,6863,0,1,0,1,0,1,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
731,2013,문경관광진흥공단,145.2,35.09,185.01,0,0,0,0,26.05,69.21,100,100,100,6921,6921,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
732,2014,문경관광진흥공단,136.5,34.2,192.38,0,0,0,0,24.95,72.95,100,100,100,7295,7295,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
733,2015,문경관광진흥공단,167.66,33.11,202.05,0,0,0,0,21.24,64.16,100,100,100,6416,6416,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
734,2016,문경관광진흥공단,156.5,36.67,172.72,0,0,0,0,28.79,78.53,100,100,100,7853,7853,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
735,2017,문경관광진흥공단,154.71,35.36,182.79,0,0,0,0,28.99,81.97,100,100,100,8197,8197,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
736,2018,문경관광진흥공단,236.36,22.92,336.23,0,0,0,0,18.86,82.3,100,100,100,8230,8230,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
737,2019,문경관광진흥공단,297.93,19.34,417.17,0,0,0,0,16.03,82.88,100,100,100,8288,8288,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
738,2020,문경관광진흥공단,164.69,39.28,154.58,0,0,0,0,30.52,77.7,100,100,100,7770,7770,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 문경시,간접,지방공단
739,2011,부안군상수도,1209.23,98.86,1.16,-33,-2.53,-2.53,-2.49,0.08,0.08,84.64,84.64,48.4,4342,8692,-4350,3075,71,-1346,0,-1346,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
740,2012,부안군상수도,3039.62,99.82,0.18,-19.18,-1.82,-74.31,-1.81,0.09,0.09,89.72,89.72,57.37,5488,9299,-3811,3101,274,-984,0,-984,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
741,2013,부안군상수도,2552.31,99.76,0.24,-16.89,-1.87,-56.48,-1.87,0.11,0.11,89.74,89.74,63.91,6484,9907,-3423,2471,72,-1024,0,-1024,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
742,2014,부안군상수도,2575.82,99.67,0.33,-18.57,-2.21,-56.12,-2.21,0.12,0.12,88.53,88.53,64.05,6898,10573,-3675,2485,26,-1216,0,-1216,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
743,2015,부안군상수도,9537.83,99.67,0.33,-20.27,-2.57,-52.47,-2.56,0.13,0.13,87.38,87.38,65.59,7471,11114,-3643,2272,36,-1407,0,-1407,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
744,2016,부안군상수도,7094,99.37,0.63,-23.86,-3.45,-51.74,-3.44,0.14,0.14,85.09,85.09,65.9,8262,12282,-4020,2318,152,-1854,0,-1854,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
745,2017,부안군상수도,3913.49,99.57,0.44,-20.27,-3.02,-50.39,-3.01,0.15,0.15,87.07,87.07,66.49,8308,12267,-3959,2422,56,-1593,0,-1593,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
746,2018,부안군상수도,4005.23,99.56,0.44,-49.26,-7.94,-47.57,-7.91,0.16,0.16,68.25,68.25,67.77,8870,12873,-4003,41,184,-4146,0,-4146,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
747,2019,부안군상수도,5503.39,99.54,0.46,0.04,0.01,-45.95,0.01,0.16,0.16,100.03,100.03,68.52,8909,12694,-3785,3871,83,3,0,3,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
748,2020,부안군상수도,3811.4,99.4,0.61,-17.6,-2.75,-45.51,-2.74,0.16,0.16,88.61,88.61,68.72,8951,12777,-3826,2552,205,-1479,0,-1479,기초,비수도권,전라북도,전라북도 부안군,직영,상수도
749,2011,관악구시설관리공단,129.9,51.7,93.4,0,0,0,0,4.7,8.6,0,100,100,6165,6165,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
750,2012,관악구시설관리공단,106.5,25.1,298.4,0,0,0,0,3.3,9.8,100,100,100,6874,6874,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
751,2013,관악구시설관리공단,179.9,67.5,48.1,0,0,0,0,3.9,10.4,100,100,100,7311,7311,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
752,2014,관악구시설관리공단,208.7,70.6,41.6,0,0,0,0,7.8,11.4,100,100,100,7949,7949,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
753,2015,관악구시설관리공단,212.24,67.83,47.42,0,0,0,0,8.4,12.1,100,100,100,8473,8473,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
754,2016,관악구시설관리공단,192.78,70.92,41.01,0,0,0,0,9.28,13.38,100,100,100,9365,9365,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
755,2017,관악구시설관리공단,194.19,64.6,54.81,0,0,0,0,9.62,14.22,100,100,100,9956,9956,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
756,2018,관악구시설관리공단,162.01,56.4,77.3,0,0,0,0,9.73,16.16,100,100,100,11309,11309,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
757,2019,관악구시설관리공단,204.59,65.37,52.97,0,0,0,0,10.24,16.91,100,100,100,11836,11836,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
758,2020,관악구시설관리공단,160.9,53.88,85.6,0,0,0,0,8.97,15.19,100,100,100,10629,10629,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 관악구,간접,지방공단
759,2011,안동시시설관리공단,144.64,30.86,224.01,0,0,0,0,43.3,116.17,100,100,100,11617,11617,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
760,2012,안동시시설관리공단,200.59,50.15,99.42,0,0,0,0,47.9,125.36,100,100,100,12536,12536,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
761,2013,안동시시설관리공단,197,49.24,103.09,0,0,0,0,68.04,136.94,100,100,100,13707,13707,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
762,2014,안동시시설관리공단,157.37,36.46,174.3,0,0,0,0,56.11,133.94,100,100,100,13394,13394,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
763,2015,안동시시설관리공단,229.97,56.52,76.94,0,0,0,0,44.89,94.01,100,100,100,14101,14101,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
764,2016,안동시시설관리공단,224.66,55.49,80.22,0,0,0,0,43.32,77.36,100,100,100,15472,15472,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
765,2017,안동시시설관리공단,168.44,40.63,146.12,0,0,0,0,42.49,90.58,100,100,100,18116,18116,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
766,2018,안동시시설관리공단,152.8,34.55,189.4,0,0,0,0,38.82,103.95,100,100,100,20791,20791,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
767,2019,안동시시설관리공단,150.97,33.76,196.19,0,0,0,0,39.09,114.46,100,100,100,22892,22892,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
768,2020,안동시시설관리공단,150.15,33.4,199.4,0,0,0,0,38.04,113.3,100,100,100,22659,22659,0,0,0,0,0,0,기초,비수도권,경상북도,경상북도 안동시,간접,지방공단
769,2011,인천환경공단,111.35,10.19,881,0,0,0,0,18.72,183.69,100,100,100,55108,55108,0,0,0,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
770,2012,인천환경공단,129.96,19.75,406,0,0,0,0,38.74,196.08,100,100,100,58824,58824,0,0,0,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
771,2013,인천환경공단,214.06,10.3,870.66,0,0,0,0,29.44,217.41,100,100,100,65223,65223,0,0,0,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
772,2014,인천환경공단,176.87,7.64,1209.34,0,0,0,0,20.44,233.05,100,100,100,69915,69915,0,0,0,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
773,2015,인천환경공단,183.8,45.6,119.3,0,0,0,0,19.6,78.6,100,100,100,70719,70719,0,0,0,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
774,2016,인천환경공단,122.6,18.4,442.4,0,0,0,0,15.8,60.2,100,100,100,90227,90227,0,0,0,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
775,2017,인천환경공단,133.3,22.5,343.7,0,0,0,0,12.4,60.9,100,100,100,91403,91403,0,0,0,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
776,2018,인천환경공단,121.7,17.9,460.2,0,0,0,0,13,65.1,100,100,100,97682,97682,0,50,50,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
777,2019,인천환경공단,116,16.9,493,0,0,0,0,12.1,69.7,100,100,100,104579,104579,0,766,766,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
778,2020,인천환경공단,105.5,15.8,533.8,0,0,0,0,12.5,76.6,100,100,100,144833,144833,0,668,668,0,0,0,광역,수도권,인천광역시,인천광역시,간접,지방공단
779,2011,제천시하수도,125167.1,100,0,181.2,0.9,0.9,0.9,0.02,0.02,83,83,35.6,2923,8219,-5296,3901,0,-1395,0,-1395,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
780,2012,제천시하수도,21345,100,0,-82.5,-1.5,-1.5,-1.5,0.02,0.02,74.7,74.7,30.7,2998,9759,-6761,4289,0,-2472,0,-2472,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
781,2013,제천시하수도,30257.8,71.46,36.7,-359,-6.3,-399.9,-5.3,0.01,0.02,40.7,40.7,20,3001,15000,-11999,4400,3173,-10772,0,-10772,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
783,2015,제천시하수도,61.3,60.5,65.2,-265,-5,-429,-3,0.01,0.02,57,57,18.9,3678,19463,-15785,9269,3243,-9759,0,-9759,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
784,2016,제천시하수도,108.14,63.22,58.19,-255.91,-6.15,-342.66,-0.04,0.02,0.01,52.19,52.19,22.59,4521,20014,-15493,8107,4184,-11570,0,-11570,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
785,2017,제천시하수도,287.69,63.14,58.38,-283.04,-7.5,-368.75,-0.05,0.02,0.03,46.79,46.79,21.33,5413,25374,-19961,8061,3421,-15321,0,-15321,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
786,2018,제천시하수도,312.67,65.24,53.27,-274.28,-7.99,-333.08,-0.05,0.02,0.03,46.08,46.08,23.09,6404,27735,-21331,8608,4843,-17566,0,-17566,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
787,2019,제천시하수도,446.71,68.06,46.93,-223.61,-7.22,-275.56,-0.05,0.02,0.03,48.81,48.81,26.63,7533,28291,-20758,8529,4616,-16845,0,-16845,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
788,2020,제천시하수도,239.58,69.5,43.88,-256.75,-7.52,-314.13,-0.05,0.02,0.03,46.02,46.02,24.15,7119,29481,-22362,8465,4380,-18277,0,-18277,기초,비수도권,충청북도,충청북도 제천시,직영,하수도
789,2011,은평구시설관리공단,141.93,29.54,238.49,0,0,0,0,4.27,14.19,100,100,100,7094,7094,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
790,2012,은평구시설관리공단,137.31,27.17,268.02,0,0,0,0,3.91,13.82,100,100,100,6908,6908,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
791,2013,은평구시설관리공단,159.64,37.36,167.68,0,0,0,0,4.16,13.21,100,100,100,6606,6606,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
792,2014,은평구시설관리공단,171,41.6,140,0,0,0,0,5.84,14.8,100,100,100,7416,7416,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
793,2015,은평구시설관리공단,190.22,47.4,110.84,0,0,0,0,6.79,15.33,100,100,100,7665,7665,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
794,2016,은평구시설관리공단,267.59,62.63,59.67,0,0,0,0,8.13,15.07,100,100,100,7536,7536,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
795,2017,은평구시설관리공단,157.25,42.21,136.95,0,0,0,0,8.56,16.04,100,100,100,8022,8022,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
796,2018,은평구시설관리공단,196.02,55.05,81.64,0,0,0,0,8.98,18.79,100,100,100,9400,9400,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
797,2019,은평구시설관리공단,189.44,53.29,87.66,0,0,0,0,9.98,18.43,100,100,100,9213,9213,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
798,2020,은평구시설관리공단,238.48,63.85,56.62,0,0,0,0,9.82,16.9,100,100,100,8451,8451,0,0,0,0,0,0,기초,수도권,서울특별시,서울특별시 은평구,간접,지방공단
799,2011,충주시하수도,34256.87,99.89,0.11,-105.97,-2.81,-229.19,-2.81,0.03,0.03,67.81,67.81,30.38,5918,19482,-13564,7292,0,-6272,0,-6272,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
800,2012,충주시하수도,164.68,69.39,44.11,-277.9,-8,-311.1,-6.56,0.02,0.03,45.5,45.5,24.32,6718,27619,-20901,8869,6638,-18670,0,-18670,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
801,2013,충주시하수도,191.1,71.21,40.42,-198.02,-5.82,-286.19,-4.09,0.02,0.03,55.08,55.08,25.89,6936,26785,-19849,9902,3787,-13734,0,-13734,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
802,2014,충주시하수도,330.21,72.38,38.16,-284.81,-7.94,-345.62,-5.7,0.02,0.03,46.2,46.2,22.44,6851,30530,-23679,9902,5736,-19513,0,-19513,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
803,2015,충주시하수도,884.37,74.39,34.42,-287.25,-8.57,-311.16,-6.29,0.02,0.03,40.48,40.48,24.32,7756,31888,-24132,7397,5543,-22278,0,-22278,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
804,2016,충주시하수도,543.58,75.16,33.05,-181.17,-6.97,-216.61,-5.21,0.03,0.04,50.8,50.8,31.58,10347,32759,-22412,9006,5339,-18745,0,-18745,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
805,2017,충주시하수도,647.7,76.84,30.14,-148.32,-5.58,-210.86,-4.24,0.03,0.04,57.13,57.13,32.17,10346,32164,-21818,10100,3629,-15347,0,-15347,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
806,2018,충주시하수도,999.36,78.63,27.17,-158.68,-5.82,-228.68,-4.53,0.03,0.04,56.08,56.08,30.42,10565,34725,-24160,10840,3445,-16765,0,-16765,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
807,2019,충주시하수도,436.18,79.7,25.47,-100.13,-4.73,-146.03,-3.74,0.04,0.05,62.82,62.82,40.64,13959,34344,-20385,9661,3252,-13976,0,-13976,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
808,2020,충주시하수도,396.14,81.76,22.31,-32.97,-1.9,-108.04,-1.54,0.05,0.06,85.37,85.37,48.07,17643,36706,-19063,16298,3052,0,0,-5817,기초,비수도권,충청북도,충청북도 충주시,직영,하수도
809,2011,충청남도개발공사,141.11,37.22,168.69,5.84,3.82,3.82,3.82,0.25,0.65,106.15,108.74,108.57,173148,159475,13673,1133,800,14006,3901,10105,광역,비수도권,충청남도,충청남도,간접,도시개발공사
810,2012,충청남도개발공사,184.2,37.67,165.48,4.04,5.09,5.09,5.09,0.47,1.26,104.14,106.62,106.02,348170,328403,19767,5600,3407,21960,7883,14077,광역,비수도권,충청남도,충청남도,간접,도시개발공사
811,2013,충청남도개발공사,194.96,39.59,152.61,8.12,3.78,10.99,1.46,0.18,0.46,108.56,108.06,112.34,134358,119596,14762,4003,8449,10316,-594,10910,광역,비수도권,충청남도,충청남도,간접,도시개발공사
812,2014,충청남도개발공사,185.55,47.58,110.18,4.51,2.95,15.96,1.28,0.65,0.28,104.53,106.79,118.98,195164,164025,31139,8269,26474,12934,4123,8811,광역,비수도권,충청남도,충청남도,간접,도시개발공사
813,2015,충청남도개발공사,220.31,43.93,127.63,5.42,2.99,7.69,1.37,0.25,0.55,105.46,108.25,108.33,169473,156435,13038,7748,7279,13507,4328,9179,광역,비수도권,충청남도,충청남도,간접,도시개발공사
